SectorWanted,Year,Value,Growth,Cumulative
Agriculture,1950,145052.0,,0.0
Agriculture,1951,147216.0,0.014918787745084521,0.014918787745084483
Agriculture,1952,151859.0,0.03153869144658189,0.04692799823511562
Agriculture,1953,163553.0,0.07700564339288418,0.127547362325235
Agriculture,1954,168361.0,0.029397198461660747,0.16069409591043216
Agriculture,1955,166906.0,-0.008642143964457326,0.15066321043487862
Agriculture,1956,175980.0,0.05436593052376787,0.21322008658963676
Agriculture,1957,168075.0,-0.044919877258779405,0.15872238921214454
Agriculture,1958,185010.0,0.10075858991521643,0.2754736232523507
Agriculture,1959,183147.0,-0.010069725960758879,0.26262995339602346
Agriculture,1960,195482.0,0.06735027054770212,0.34766842235887796
Agriculture,1961,195647.0,0.0008440674844742738,0.34880594545404375
Agriculture,1962,191755.0,-0.019892970502997747,0.32197418856685855
Agriculture,1963,196241.0,0.023394435607937213,0.35290102859664096
Agriculture,1964,214343.0,0.09224372073114182,0.4776976532553838
Agriculture,1965,190675.0,-0.11042114741325819,0.3145285828530455
Agriculture,1966,187962.0,-0.014228399108430576,0.29582494553677274
Agriculture,1967,215914.0,0.14871090965195094,0.48852825193723604
Agriculture,1968,215572.0,-0.0015839639856609577,0.4861704767945285
Agriculture,1969,229428.0,0.0642755088787041,0.5816948404710032
Agriculture,1970,245699.0,0.07091985285143923,0.6938684058130873
Agriculture,1971,241087.0,-0.018770935168641305,0.6620729117833601
Agriculture,1972,228988.0,-0.050185202852082444,0.578661445550561
Agriculture,1973,245479.0,0.07201687424668542,0.6923517083528663
Agriculture,1974,241740.0,-0.01523144545969309,0.6665747456084712
Agriculture,1975,272899.0,0.12889468023496317,0.8813873645313401
Agriculture,1976,257131.0,-0.0577796181004694,0.7726815211096707
Agriculture,1977,282937.0,0.10036129443746573,0.9505901331936129
Agriculture,1978,289452.0,0.023026327415643765,0.995505060254253
Agriculture,1979,252475.0,-0.12774829678150437,0.7405826875878989
Agriculture,1980,285015.0,0.12888404792553718,0.9649160301133379
Agriculture,1981,298130.0,0.04601512201112222,1.0553318809806131
Agriculture,1982,297293.0,-0.002807500083856036,1.049561536552408
Agriculture,1983,327382.0,0.10120991748880734,1.2569974905551105
Agriculture,1984,332571.0,0.015849985643682302,1.292770868378236
Agriculture,1985,333616.0,0.0031421861797931872,1.2999751813142861
Agriculture,1986,332250.0,-0.004094527840391348,1.2905578689021855
Agriculture,1987,326975.0,-0.01587659894657637,1.254191600253701
Agriculture,1988,378113.0,0.15639727807936388,1.6067410308027452
Agriculture,1989,382609.0,0.01189062528926538,1.6377368116261741
Agriculture,1990,397971.0,0.04015064988016487,1.7436436588257993
Agriculture,1991,390201.0,-0.019524035670940847,1.6900766621625336
Agriculture,1992,416153.0,0.06650931186747343,1.8689918098337133
Agriculture,1993,429981.0,0.033228163680184934,1.9643231392879779
Agriculture,1994,450258.0,0.04715789767454841,2.104114386564816
Agriculture,1995,447127.0,-0.006953790937640198,2.082529024074123
Agriculture,1996,491484.0,0.09920447658047937,2.3883297024515326
Agriculture,1997,478933.0,-0.025536945251523956,2.3018021123459156
Agriculture,1998,509203.0,0.06320299499094863,2.5104858947136184
Agriculture,1999,522795.0,0.02669269426927964,2.604190221437827
Agriculture,2000,522755.0,-7.651182585908434e-05,2.6039144582632416
Agriculture,2001,554157.0,0.060070204971736284,2.8204023384717187
Agriculture,2002,517559.0,-0.06604265578166477,2.5680928218845636
Agriculture,2003,564391.0,0.09048630204479102,2.8909563466894608
Agriculture,2004,565426.0,0.0018338350540671273,2.898091718831865
Agriculture,2005,594487.0,0.0513966460686279,3.0984405592477158
Agriculture,2006,619190.0,0.041553473835424494,3.2687450017924577
Agriculture,2007,655080.0,0.05796282239700253,3.5161735101894465
Agriculture,2008,655689.0,0.000929657446418758,3.520372004522513
Agriculture,2009,660987.0,0.008080050145724573,3.5568968369963843
Agriculture,2010,713477.0,0.079411546671871,3.918767062846424
Agriculture,2011,1501947.0,1.1051092046414952,9.35454181948542
Agriculture,2012,1524288.0,0.014874692648941673,9.508562446570878
Agriculture,2013,1609198.0,0.05570469622538523,10.0939387254226
Agriculture,2014,1605715.0,-0.0021644322202737016,10.069926646995553
Agriculture,2015,1616146.0,0.0064961714874682,10.141838788848132
Agriculture,2016,1726004.0,0.06797529431128128,10.899208559688933
Agriculture,2017,1840023.0,0.06605952245765363,11.685264594766009
Agriculture,2018,1878598.0,0.020964411857895254,11.951203706257061
Agriculture,2019,1994326.0,0.06160338720684255,12.749041722968308
Agriculture,2020,2074212.0,0.0400566406896365,13.29978214709207
Agriculture,2021,2170106.0,0.04623153274592954,13.960882993685015
Agriculture,2022,2272250.0,0.04706866853508538,14.665071836306971
Construction,1950,14251.0,,0.0
Construction,1951,15225.0,0.06834608097677355,0.06834608097677353
Construction,1952,14121.0,-0.07251231527093596,-0.009122166865483172
Construction,1953,14557.0,0.030876000283266057,0.02147217739106022
Construction,1954,16358.0,0.12372054681596482,0.14784927373517642
Construction,1955,19456.0,0.1893874556791784,0.36523752719107416
Construction,1956,21693.0,0.11497738486842106,0.5222089677917336
Construction,1957,19040.0,-0.122297515327525,0.3360465932215282
Construction,1958,21277.0,0.11748949579831933,0.4930180338221877
Construction,1959,22736.0,0.06857169713775438,0.5953968142586481
Construction,1960,26295.0,0.15653589021815623,0.8451336748298359
Construction,1961,27219.0,0.035139760410724474,0.9099712300891158
Construction,1962,28233.0,0.03725338917667806,0.981124131639884
Construction,1963,31680.0,0.12209116990755499,1.2230018946038865
Construction,1964,34225.0,0.08033459595959595,1.4015858536243062
Construction,1965,36509.0,0.06673484295105916,1.56185530839941
Construction,1966,39510.0,0.08219890985784327,1.7724370219633703
Construction,1967,42352.0,0.07193115666919767,1.971861623745701
Construction,1968,43834.0,0.034992444276539476,2.0758543260122084
Construction,1969,45196.0,0.0310717707715472,2.171426566556731
Construction,1970,45096.0,-0.0022125851845296043,2.164409515121744
Construction,1971,45293.0,0.00436845839985808,2.178233106448668
Construction,1972,46357.0,0.02349148875102113,2.25289453371693
Construction,1973,43345.0,-0.06497400608322368,2.041540944495121
Construction,1974,41966.0,-0.03181451147767909,1.9447758052066502
Construction,1975,47948.0,0.14254396416146403,2.3645358220475736
Construction,1976,52638.0,0.0978142988237257,2.693635534348464
Construction,1977,57965.0,0.10120065352027052,3.067433864290222
Construction,1978,56672.0,-0.02230656430604675,2.97670338923584
Construction,1979,53681.0,-0.05277738565782044,2.766823380815379
Construction,1980,60757.0,0.13181572623460816,3.2633499403550603
Construction,1981,64084.0,0.05475912240564873,3.496807241597078
Construction,1982,59584.0,-0.07022033580925036,3.1810399270226624
Construction,1983,62802.0,0.0540077873254565,3.4068486422005444
Construction,1984,64976.0,0.034616731951211746,3.559399340397163
Construction,1985,68654.0,0.05660551588278749,3.817486492175985
Construction,1986,70296.0,0.0239170332391412,3.9327064767384714
Construction,1987,74325.0,0.057314783202458176,4.215423479054098
Construction,1988,79551.0,0.07031281533804239,4.582134587046519
Construction,1989,85147.0,0.07034481024751417,4.974808785348392
Construction,1990,95184.0,0.1178784924894594,5.679110237878038
Construction,1991,97144.0,0.02059169608337536,5.816644446003783
Construction,1992,100526.0,0.03481429630239644,6.053961125535045
Construction,1993,101099.0,0.005700017905815411,6.094168830257519
Construction,1994,106539.0,0.05380864301328401,6.475896428320813
Construction,1995,112911.0,0.0598090839974094,6.923022945758186
Construction,1996,115027.0,0.018740423873670413,7.07150375412251
Construction,1997,127073.0,0.10472323889173846,7.916777769981046
Construction,1998,135048.0,0.06275920140391743,8.476387621921258
Construction,1999,146380.0,0.0839109057520289,9.271559890533986
Construction,2000,155378.0,0.06147014619483536,9.902954178654117
Construction,2001,161574.0,0.03987694525608516,10.337730685565912
Construction,2002,174959.0,0.08284129872380457,11.276963020138924
Construction,2003,196708.0,0.12430912385187387,12.803101536734248
Construction,2004,228855.0,0.16342497508998108,15.058873061539522
Construction,2005,258129.0,0.12791505538441372,17.11304469861762
Construction,2006,284806.0,0.10334755103068621,18.98498350992911
Construction,2007,315495.0,0.10775405012534849,21.138446424812273
Construction,2008,332329.0,0.05335742246311352,22.319696863377985
Construction,2009,354436.0,0.06652142906577518,23.870956424110563
Construction,2010,390692.0,0.10229209222539472,26.415058592379452
Construction,2011,777335.0,0.989636337575379,53.545996772156286
Construction,2012,780050.0,0.003492702631426605,53.73650971861618
Construction,2013,800771.0,0.02656368181526825,55.19051294645985
Construction,2014,835229.0,0.04303102884594972,57.60844852992767
Construction,2015,865335.0,0.03604520436910117,59.72100203494485
Construction,2016,916445.0,0.05906383077074197,63.307417023366725
Construction,2017,964306.0,0.052224628864798214,66.66584801066587
Construction,2018,1026789.0,0.0647958220730764,71.05031225878881
Construction,2019,1043429.0,0.01620586118472247,72.21794961757064
Construction,2020,995371.0,-0.046057757643308744,68.84569503894458
Construction,2021,1193532.0,0.199082553138478,82.75075433302919
Construction,2022,1306256.0,0.09444572914676774,90.66065539260396
Electricity,1950,791.0,,0.0
Electricity,1951,883.0,0.11630847029077118,0.1163084702907713
Electricity,1952,923.0,0.045300113250283124,0.16687737041719353
Electricity,1953,996.0,0.0790899241603467,0.2591656131479141
Electricity,1954,1082.0,0.08634538152610442,0.36788874841972197
Electricity,1955,1202.0,0.11090573012939002,0.5195954487989889
Electricity,1956,1312.0,0.09151414309484193,0.65865992414665
Electricity,1957,1513.0,0.15320121951219512,0.9127686472819221
Electricity,1958,1706.0,0.12756113681427628,1.1567635903919098
Electricity,1959,1966.0,0.15240328253223914,1.4854614412136549
Electricity,1960,2127.0,0.08189216683621567,1.6890012642225045
Electricity,1961,2431.0,0.14292430653502586,2.073324905183314
Electricity,1962,2730.0,0.12299465240641712,2.451327433628321
Electricity,1963,3227.0,0.18205128205128204,3.079646017699118
Electricity,1964,3523.0,0.0917260613572978,3.453855878634643
Electricity,1965,3892.0,0.1047402781720125,3.920353982300889
Electricity,1966,4232.0,0.08735868448098665,4.350189633375479
Electricity,1967,4700.0,0.11058601134215501,4.9418457648546195
Electricity,1968,5305.0,0.12872340425531914,5.706700379266756
Electricity,1969,5782.0,0.08991517436380773,6.309734513274343
Electricity,1970,6141.0,0.06208924247665168,6.763590391908983
Electricity,1971,6640.0,0.08125712424686533,7.394437420986101
Electricity,1972,6947.0,0.04623493975903614,7.7825537294563905
Electricity,1973,7102.0,0.022311789261551748,7.978508217446276
Electricity,1974,7424.0,0.045339341030695576,8.385587863463975
Electricity,1975,8498.0,0.14466594827586207,9.743362831858414
Electricity,1976,9474.0,0.1148505530713109,10.977243994943118
Electricity,1977,9926.0,0.04770952079375132,11.548672566371689
Electricity,1978,11058.0,0.11404392504533548,12.979772439949441
Electricity,1979,11194.0,0.012298788207632484,13.151706700379275
Electricity,1980,11838.0,0.057530820082186886,13.965865992414674
Electricity,1981,12960.0,0.09477952356817029,15.384323640960819
Electricity,1982,13813.0,0.0658179012345679,16.462705436156774
Electricity,1983,14767.0,0.06906537319916022,17.668773704171944
Electricity,1984,16368.0,0.10841741721405837,19.692793931731995
Electricity,1985,17667.0,0.07936217008797654,21.335018963337557
Electricity,1986,19489.0,0.10313012962019584,23.63843236409609
Electricity,1987,21001.0,0.07758222587100416,25.549936788874852
Electricity,1988,23038.0,0.09699538117232513,28.12515802781291
Electricity,1989,25281.0,0.09736088202100877,30.960809102402038
Electricity,1990,26971.0,0.0668486214944029,33.09734513274338
Electricity,1991,29587.0,0.09699306662711801,36.404551201011394
Electricity,1992,31640.0,0.06938858282353737,39.00000000000002
Electricity,1993,34013.0,0.075,42.00000000000002
Electricity,1994,37203.0,0.09378766942051568,46.0328697850822
Electricity,1995,39731.0,0.06795150928688547,49.228824273072085
Electricity,1996,41893.0,0.05441594724522413,51.96207332490521
Electricity,1997,45127.0,0.07719666770104791,56.05056890012645
Electricity,1998,48300.0,0.07031267312252089,60.0619469026549
Electricity,1999,50891.0,0.053643892339544516,63.33754740834391
Electricity,2000,52030.0,0.022381167593484113,64.77749683944378
Electricity,2001,52990.0,0.01845089371516433,65.99115044247793
Electricity,2002,55503.0,0.047424042272126814,69.1681415929204
Electricity,2003,58062.0,0.04610561591265337,72.40328697850828
Electricity,2004,62675.0,0.07944955392511453,78.23514538558793
Electricity,2005,67123.0,0.07096928599920223,83.85840707964608
Electricity,2006,73362.0,0.09294876569879178,91.7458912768648
Electricity,2007,79430.0,0.08271312123442655,99.41719342604306
Electricity,2008,83050.0,0.045574719879138866,103.99367888748428
Electricity,2009,88218.0,0.06222757375075256,110.52718078381804
Electricity,2010,92773.0,0.05163345349021742,116.28571428571438
Electricity,2011,186668.0,1.012094035980296,234.9898862199749
Electricity,2012,191635.0,0.02660873850901065,241.26927939317335
Electricity,2013,199601.0,0.04156860698724137,251.34007585335036
Electricity,2014,214047.0,0.07237438690186923,269.60303413400777
Electricity,2015,224158.0,0.04723728900662004,282.38558786346414
Electricity,2016,246496.0,0.0996529233843985,310.6257901390647
Electricity,2017,272650.0,0.10610314163312995,343.6902654867259
Electricity,2018,294147.0,0.07884467265725288,370.8672566371684
Electricity,2019,300798.0,0.022611143407887894,379.2756005056893
Electricity,2020,288213.0,-0.04183870903396964,363.36536030341364
Electricity,2021,317966.0,0.10323267860922304,400.97977243994967
Electricity,2022,347973.0,0.0943717252788034,438.91529709228854
Financial services,2011,480226.0,,0.0
Financial services,2012,529792.0,0.1032139034537905,0.10321390345379045
Financial services,2013,577914.0,0.09083187364097609,0.20342088933127322
Financial services,2014,627255.0,0.08537775516772392,0.3061662633843232
Financial services,2015,672788.0,0.07259089206144231,0.4009820376239521
Financial services,2016,695983.0,0.034475941901460784,0.4492822129580658
Financial services,2017,728670.0,0.04696522759894997,0.5173480819447513
Financial services,2018,758170.0,0.04048471873413205,0.5787774922640592
Financial services,2019,784536.0,0.03477584182966881,0.6336808086192753
Financial services,2020,824294.0,0.05067708811322871,0.7164709949065653
Financial services,2021,831305.0,0.008505460430380422,0.7310703710336388
Financial services,2022,894603.0,0.07614293189623543,0.8628791444028443
Manufacturing,1950,25096.0,,0.0
Manufacturing,1951,25889.0,0.031598661141217725,0.03159866114121779
Manufacturing,1952,26789.0,0.03476379929699872,0.06746094995218366
Manufacturing,1953,28863.0,0.07741983650005599,0.15010360216767626
Manufacturing,1954,30885.0,0.07005508782870803,0.23067421102964625
Manufacturing,1955,33304.0,0.07832281042577303,0.3270640739560089
Manufacturing,1956,35804.0,0.07506605813115541,0.42668154287535875
Manufacturing,1957,37184.0,0.03854317953301307,0.4816703857188398
Manufacturing,1958,39026.0,0.049537435456110154,0.5550685368186168
Manufacturing,1959,41676.0,0.06790344898272946,0.6606630538731275
Manufacturing,1960,45134.0,0.08297341395527402,0.798453936882372
Manufacturing,1961,48988.0,0.08539017148934284,0.9520242269684414
Manufacturing,1962,52554.0,0.07279333714379031,1.0941185846350017
Manufacturing,1963,57525.0,0.09458842333599726,1.2921979598342368
Manufacturing,1964,61503.0,0.06915254237288136,1.450709276378706
Manufacturing,1965,62074.0,0.00928409996260345,1.4734619062798853
Manufacturing,1966,62563.0,0.00787769436479041,1.49294708320051
Manufacturing,1967,62804.0,0.0038521170659974744,1.5025502072043353
Manufacturing,1968,66283.0,0.055394560855996436,1.6411778769525025
Manufacturing,1969,73394.0,0.10728241027111024,1.924529805546701
Manufacturing,1970,75118.0,0.023489658555195247,1.9932260121134848
Manufacturing,1971,77573.0,0.03268191378897202,2.0910503665922864
Manufacturing,1972,80614.0,0.039201784125920104,2.212225055785783
Manufacturing,1973,84201.0,0.044495993251792494,2.3551562001912663
Manufacturing,1974,86655.0,0.02914454697687676,2.4529407076825
Manufacturing,1975,88482.0,0.02108360740868963,2.5257411539687604
Manufacturing,1976,96242.0,0.08770145340295202,2.8349537774944222
Manufacturing,1977,102232.0,0.06223893934041271,3.0736372330251847
Manufacturing,1978,114859.0,0.12351318569528132,3.5767851450430364
Manufacturing,1979,111159.0,-0.03221340948467251,3.4293512910423987
Manufacturing,1980,111376.0,0.0019521586196349374,3.4379980873445986
Manufacturing,1981,120475.0,0.08169623617296365,3.8005658272234637
Manufacturing,1982,124436.0,0.032878190495953516,3.958399744979281
Manufacturing,1983,137168.0,0.10231765726960043,4.465731590691745
Manufacturing,1984,142940.0,0.04207978537268167,4.69572840293274
Manufacturing,1985,147496.0,0.031873513362249896,4.877271278291363
Manufacturing,1986,155600.0,0.0549438628844172,5.200191265540327
Manufacturing,1987,164314.0,0.0560025706940874,5.547417915205612
Manufacturing,1988,178275.0,0.08496537117957083,6.103721708638829
Manufacturing,1989,194033.0,0.0883915299396999,6.731630538731273
Manufacturing,1990,203295.0,0.04773414831497735,7.10069333758368
Manufacturing,1991,198419.0,-0.02398484960279397,6.90639942620338
Manufacturing,1992,204551.0,0.030904298479480292,7.150741153968761
Manufacturing,1993,222124.0,0.08591011532576227,7.850972266496655
Manufacturing,1994,246161.0,0.10821433073418452,8.808774306662418
Manufacturing,1995,284221.0,0.1546142565231698,10.325350653490599
Manufacturing,1996,311226.0,0.0950140911473818,11.401418552757415
Manufacturing,1997,311385.0,0.000510882766863951,11.407754223780683
Manufacturing,1998,321137.0,0.03131814313470463,11.796342046541284
Manufacturing,1999,338458.0,0.05393648193761541,12.486531718202105
Manufacturing,2000,363163.0,0.07299280856118041,13.47095154606312
Manufacturing,2001,371408.0,0.022703304026015867,13.799489958559134
Manufacturing,2002,396912.0,0.06866841855856633,14.815747529486773
Manufacturing,2003,422062.0,0.06336417140323296,15.81789926681543
Manufacturing,2004,453225.0,0.0738351237495913,17.05965094038891
Manufacturing,2005,499020.0,0.10104252854542446,18.884443736053555
Manufacturing,2006,570458.0,0.14315658691034427,21.731032833917755
Manufacturing,2007,629073.0,0.10275077218655887,24.066664010200828
Manufacturing,2008,656302.0,0.043284324712712194,25.151657634682817
Manufacturing,2009,730435.0,0.11295562104031376,28.10563436404208
Manufacturing,2010,801476.0,0.09725848295878484,30.936404207841885
Manufacturing,2011,1409986.0,0.7592367082732359,55.183694612687276
Manufacturing,2012,1486873.0,0.05453032866993006,58.247409945808094
Manufacturing,2013,1560709.0,0.04965857877572597,61.189552119859734
Manufacturing,2014,1683938.0,0.07895706374474677,66.09985655084475
Manufacturing,2015,1903850.0,0.13059388172248623,74.86268728084157
Manufacturing,2016,2054764.0,0.079267799458991,80.87615556263947
Manufacturing,2017,2209428.0,0.0752709313575671,87.03905004781639
Manufacturing,2018,2328992.0,0.054115363795516305,91.80331526936564
Manufacturing,2019,2259706.0,-0.029749350792102336,89.04247688874722
Manufacturing,2020,2329160.0,0.03073585678844947,91.81000956327702
Manufacturing,2021,2561033.0,0.09955219907606176,101.04945011157157
Manufacturing,2022,2504663.0,-0.02201064960896638,98.80327542237808
Mining,1950,5138.0,,0.0
Mining,1951,5772.0,0.12339431685480731,0.12339431685480728
Mining,1952,5905.0,0.02304227304227304,0.14927987543791343
Mining,1953,5993.0,0.014902624894157494,0.16640716231996877
Mining,1954,6250.0,0.04288336392457868,0.21642662514597122
Mining,1955,6348.0,0.01568,0.23550019462826
Mining,1956,6671.0,0.05088216761184625,0.2983651226158037
Mining,1957,7105.0,0.06505771248688352,0.38283378746594
Mining,1958,7327.0,0.031245601688951442,0.42604126119112506
Mining,1959,7704.0,0.05145352804694964,0.4994161152199301
Mining,1960,8857.0,0.14966251298027,0.7238224990268589
Mining,1961,9367.0,0.05758157389635317,0.8230829116387703
Mining,1962,10479.0,0.11871463648980464,1.0395095367847418
Mining,1963,10789.0,0.029582975474759042,1.0998442973919818
Mining,1964,10945.0,0.014459171378255632,1.130206305955625
Mining,1965,12231.0,0.11749657377798081,1.3804982483456598
Mining,1966,12519.0,0.0235467255334805,1.4365511872323862
Mining,1967,12899.0,0.030353862129563064,1.5105099260412613
Mining,1968,13264.0,0.028296767191255137,1.5815492409497858
Mining,1969,13919.0,0.04938178528347407,1.7090307512650837
Mining,1970,12965.0,-0.0685394065665637,1.5233553912028026
Mining,1971,13308.0,0.02645584265329734,1.5901128843908134
Mining,1972,14094.0,0.059062218214607755,1.7430906967691704
Mining,1973,14271.0,0.012558535547041293,1.7775398987933042
Mining,1974,14979.0,0.04961109943241539,1.91533670688984
Mining,1975,16795.0,0.12123639762333935,2.268781627092253
Mining,1976,17391.0,0.03548675200952665,2.3847800700661725
Mining,1977,17936.0,0.03133804841584728,2.490852471778901
Mining,1978,18423.0,0.027152096342551293,2.5856364344102754
Mining,1979,18621.0,0.01074743527112848,2.6241728298949
Mining,1980,20891.0,0.12190537565114655,3.065978980147917
Mining,1981,23745.0,0.13661385285529654,3.6214480342545725
Mining,1982,26569.0,0.11893030111602443,4.171078240560528
Mining,1983,27338.0,0.02894350558922052,4.320747372518487
Mining,1984,27658.0,0.011705318604140756,4.383028415725961
Mining,1985,29167.0,0.054559259527080774,4.676722460101204
Mining,1986,32739.0,0.12246717180375082,5.37193460490463
Mining,1987,33974.0,0.037722593848315465,5.612300506033473
Mining,1988,39468.0,0.16171189733325483,6.681588166601786
Mining,1989,42466.0,0.07596027161244552,7.265083690151805
Mining,1990,46909.0,0.10462487637168559,8.129817049435571
Mining,1991,48484.0,0.03357564646443113,8.436356558972356
Mining,1992,48931.0,0.009219536341885983,8.523355391202795
Mining,1993,49611.0,0.013897120434898122,8.655702608018677
Mining,1994,54219.0,0.09288262683679023,9.552549630206297
Mining,1995,57400.0,0.05866947011195337,10.17166212534059
Mining,1996,57718.0,0.00554006968641115,10.233553912028018
Mining,1997,63380.0,0.098097647181122,11.335539120280254
Mining,1998,65171.0,0.028258125591669295,11.684118333982084
Mining,1999,67902.0,0.041905141857574685,12.215648112105868
Mining,2000,69472.0,0.023121557538805928,12.521214480342536
Mining,2001,70766.0,0.018626209120221095,12.773063448812758
Mining,2002,76721.0,0.08415058078738377,13.932074737251838
Mining,2003,78792.0,0.026993913009475894,14.335149863760206
Mining,2004,85028.0,0.07914509087216977,15.54885169326585
Mining,2005,86141.0,0.013089805711059886,15.765472946671842
Mining,2006,92578.0,0.07472632079961923,17.018295056442177
Mining,2007,95997.0,0.03693102032880382,17.68372907746203
Mining,2008,98055.0,0.02143816994281071,18.084274036590095
Mining,2009,103830.0,0.058895517821630716,19.20825223822497
Mining,2010,108938.0,0.04919580082827699,20.202413390424265
Mining,2011,261035.0,1.3961794782353265,49.804787855196516
Mining,2012,262609.0,0.006029842741394832,50.11113273647327
Mining,2013,263107.0,0.001896355418131138,50.2080576099649
Mining,2014,288685.0,0.09721520141995461,55.18625924484227
Mining,2015,317974.0,0.10145660495003204,60.886726352666315
Mining,2016,349248.0,0.0983539534678936,66.97353055663673
Mining,2017,329612.0,-0.056223657687374015,63.15181004281813
Mining,2018,326815.0,-0.008485734742667136,62.607434799532804
Mining,2019,317134.0,-0.029622263360004897,60.723238614246696
Mining,2020,291075.0,-0.08217031286459352,55.65142078629808
Mining,2021,309276.0,0.06253027570213862,59.19384974698317
Mining,2022,315256.0,0.019335480282983483,60.35772674192283
"Real estate, ownership of dwelling & professional services",2011,1050651.0,,0.0
