SectorWanted,Year,Value,Growth,Cumulative
"Real estate, ownership of dwelling & professional services",2012,1150239.0,0.09478694637895933,0.09478694637895924
"Real estate, ownership of dwelling & professional services",2013,1289493.0,0.12106527426039285,0.22732762829902597
"Real estate, ownership of dwelling & professional services",2014,1446460.0,0.12172768677301854,0.3767273814044816
"Real estate, ownership of dwelling & professional services",2015,1621999.0,0.12135765938912932,0.5438037940286544
"Real estate, ownership of dwelling & professional services",2016,1796983.0,0.10788169413174731,0.7103519627354848
"Real estate, ownership of dwelling & professional services",2017,1808521.0,0.006420761910379787,0.72133372547116
"Real estate, ownership of dwelling & professional services",2018,1956051.0,0.0815749443882598,0.861751428400106
"Real estate, ownership of dwelling & professional services",2019,2113708.0,0.08059963671703857,1.011807917186582
"Real estate, ownership of dwelling & professional services",2020,2129836.0,0.007630193006791856,1.0271583998873077
"Real estate, ownership of dwelling & professional services",2021,2291542.0,0.07592415566268952,1.18106868979328
"Real estate, ownership of dwelling & professional services",2022,2510871.0,0.09571240675492747,1.3898240233912111
Trade,1950,23453.0,,0.0
Trade,1951,23993.0,0.02302477295015563,0.023024772950155592
Trade,1952,24834.0,0.0350518901346226,0.05888372489660165
Trade,1953,25777.0,0.03797213497624225,0.09909180062252165
Trade,1954,27575.0,0.06975210458936261,0.17575576685285466
Trade,1955,29610.0,0.07379873073436083,0.26252505010020033
Trade,1956,31703.0,0.0706855791962175,0.35176736451626667
Trade,1957,32377.0,0.02125981768286913,0.380505692235535
Trade,1958,33732.0,0.041850696482070605,0.4382808169530552
Trade,1959,35857.0,0.06299656112889837,0.5288875623587601
Trade,1960,39138.0,0.09150235658309396,0.6687843772651687
Trade,1961,41642.0,0.06397874188767949,0.7755511022044086
Trade,1962,43825.0,0.052423034436386344,0.8686308787788339
Trade,1963,47035.0,0.07324586423274387,1.0055003624269814
Trade,1964,50489.0,0.07343467630487935,1.152773632371125
Trade,1965,50810.0,0.006357820515359781,1.16646058073594
Trade,1966,52049.0,0.02438496358984452,1.2192896431160194
Trade,1967,53943.0,0.03638878748871256,1.3000469023152688
Trade,1968,56274.0,0.04321227962849675,1.399437172216774
Trade,1969,59278.0,0.05338166826598429,1.5275231313691209
Trade,1970,62463.0,0.053729882924525116,1.663326653306613
Trade,1971,63683.0,0.019531562685109586,1.715345584786594
Trade,1972,63920.0,0.0037215583436709956,1.7254509018036064
Trade,1973,66623.0,0.04228723404255319,1.8407026819596632
Trade,1974,69666.0,0.045674917070681297,1.970451541380633
Trade,1975,76183.0,0.0935463497258347,2.2483264401142704
Trade,1976,78770.0,0.033957707100009185,2.3586321579328864
Trade,1977,85345.0,0.08347086454233846,2.6389800878352445
Trade,1978,92786.0,0.08718729861151796,2.9562529313947037
Trade,1979,89788.0,-0.032310908973336494,2.828422803052914
Trade,1980,94462.0,0.05205595402503675,3.027715004477039
Trade,1981,99844.0,0.05697529165166945,3.257195241546923
Trade,1982,105915.0,0.060804855574696524,3.516053383362469
Trade,1983,111390.0,0.051692394844922815,3.7494989979959916
Trade,1984,116250.0,0.04363048747643415,3.956721954547392
Trade,1985,125743.0,0.08166021505376345,4.3614889353174435
Trade,1986,132958.0,0.05737893958311795,4.669125485012578
Trade,1987,138775.0,0.0437506581025587,4.917153455847865
Trade,1988,147994.0,0.0664312736443884,5.310237496269133
Trade,1989,159689.0,0.07902347392461856,5.808894384513707
Trade,1990,168053.0,0.0523768074194215,6.165522534430561
Trade,1991,169009.0,0.005688681546892944,6.206284910246021
Trade,1992,179185.0,0.06020981131182363,6.640173964951176
Trade,1993,191763.0,0.07019560789128554,7.176480620816097
Trade,1994,211586.0,0.103372391962996,8.02170298042894
Trade,1995,242937.0,0.14817142911156692,9.358461604059178
Trade,1996,262668.0,0.08121858753503995,10.19976122457681
Trade,1997,282804.0,0.07665950934259216,11.058329424807056
Trade,1998,304722.0,0.07750243985233589,11.992879375772816
Trade,1999,326886.0,0.07273514875854058,12.937918389971426
Trade,2000,343751.0,0.05159291006650637,13.657016159979527
Trade,2001,376885.0,0.09638953777589011,15.069799172813706
Trade,2002,402759.0,0.06865224139989652,16.17302690487357
Trade,2003,443336.0,0.10074759347401299,17.90316803820406
Trade,2004,477303.0,0.0766168323799556,19.351468895237275
Trade,2005,535397.0,0.12171304182039501,21.82850807998976
Trade,2006,594918.0,0.11117170996475513,24.36639235918645
Trade,2007,655013.0,0.1010139212462894,26.92875111925979
Trade,2008,692224.0,0.056809559504925854,28.51537116786764
Trade,2009,747019.0,0.07915790264423077,30.851746045282045
Trade,2010,832583.0,0.11454059401434234,34.50006395770263
Trade,2011,883582.0,0.06125395305933463,36.67458320897112
Trade,2012,981620.0,0.11095518016437637,40.8547733765403
Trade,2013,1034506.0,0.05387624539027322,43.109751417729065
Trade,2014,1135841.0,0.09795496594509844,47.43052061569947
Trade,2015,1261426.0,0.11056565135437091,52.78527267300557
Trade,2016,1389322.0,0.10139001415857926,58.23856223084466
Trade,2017,1568175.0,0.1287340155845801,65.86458022427834
Trade,2018,1707781.0,0.08902450300508553,71.8171662473884
Trade,2019,1828868.0,0.07090311931096552,76.98013047371339
Trade,2020,1438477.0,-0.21346045750704806,60.334456146335235
Trade,2021,1614780.0,0.12256226550719963,67.85174604528207
Trade,2022,1838718.0,0.13868019172890425,77.40011938771161
"community, social & personal services",1950,28474.0,,0.0
"community, social & personal services",1951,29329.0,0.030027393411533328,0.030027393411533376
"community, social & personal services",1952,29934.0,0.020628047325173038,0.05127484722905096
"community, social & personal services",1953,30860.0,0.03093472305739293,0.08379574348528473
"community, social & personal services",1954,31967.0,0.03587167854828257,0.12267331600758591
"community, social & personal services",1955,32955.0,0.03090687271248475,0.15737163728313552
"community, social & personal services",1956,34219.0,0.03835533302988924,0.2017630118704783
"community, social & personal services",1957,35765.0,0.04517957859668605,0.25605815831987067
"community, social & personal services",1958,37233.0,0.041045715084579895,0.3076139636159303
"community, social & personal services",1959,38834.0,0.04299948969999731,0.36384069677600595
"community, social & personal services",1960,40741.0,0.04910645310810115,0.4308140759991568
"community, social & personal services",1961,42656.0,0.04700424633661422,0.4980684132893163
"community, social & personal services",1962,45686.0,0.07103338334583646,0.6044812811687854
"community, social & personal services",1963,48684.0,0.06562185352186665,0.7097703167802205
"community, social & personal services",1964,51894.0,0.0659354202612768,0.8225047411673807
"community, social & personal services",1965,53950.0,0.03961922380236636,0.8947109643885647
"community, social & personal services",1966,56438.0,0.04611677479147359,0.982088923228208
"community, social & personal services",1967,58659.0,0.03935291824657146,1.0600899065814424
"community, social & personal services",1968,61272.0,0.0445455940264921,1.1518578352180935
"community, social & personal services",1969,64655.0,0.055212821517169344,1.2706679778043126
"community, social & personal services",1970,68218.0,0.055107880287680766,1.395799676898223
"community, social & personal services",1971,71264.0,0.044650971884253425,1.5027744609117089
"community, social & personal services",1972,73594.0,0.03269533004041311,1.5846034979279344
"community, social & personal services",1973,75541.0,0.026455961083784004,1.6529816674861277
"community, social & personal services",1974,79120.0,0.047378244926596154,1.778675282714055
"community, social & personal services",1975,81914.0,0.03531344792719919,1.8767998876167735
"community, social & personal services",1976,84190.0,0.027785238176624264,1.9567324576806917
"community, social & personal services",1977,86450.0,0.026844043235538663,2.0361031116105925
"community, social & personal services",1978,90186.0,0.04321573163678427,2.1673105289035615
"community, social & personal services",1979,96779.0,0.07310447297806755,2.3988550958769412
"community, social & personal services",1980,101666.0,0.05049649200756363,2.5704853550607583
"community, social & personal services",1981,103842.0,0.02140341903881337,2.6469059492870697
"community, social & personal services",1982,111849.0,0.07710752874559426,2.928109854604201
"community, social & personal services",1983,116027.0,0.03735393253404143,3.07484020509939
"community, social & personal services",1984,124065.0,0.06927697863428339,3.3571328229261788
"community, social & personal services",1985,131184.0,0.05738121146173377,3.607150382805367
"community, social & personal services",1986,141043.0,0.07515398219295036,3.953396080634966
"community, social & personal services",1987,151240.0,0.07229710088412754,4.311512256795674
"community, social & personal services",1988,160385.0,0.06046680772282465,4.632682447144765
"community, social & personal services",1989,173022.0,0.07879165757396266,5.076490833743065
"community, social & personal services",1990,180564.0,0.04358983250684884,5.341364051415328
"community, social & personal services",1991,185232.0,0.025852329367980327,5.5053030835147885
"community, social & personal services",1992,196332.0,0.05992485099766779,5.8951324014890805
"community, social & personal services",1993,205101.0,0.04466414033372043,6.203097562688772
"community, social & personal services",1994,209742.0,0.022627876022057427,6.366088361312078
"community, social & personal services",1995,225157.0,0.07349505583049651,6.90745943667908
"community, social & personal services",1996,243288.0,0.08052603294589997,7.544215775795466
"community, social & personal services",1997,263486.0,0.08302094636809049,8.253564655475174
"community, social & personal services",1998,289085.0,0.09715506706238662,9.152595350143995
"community, social & personal services",1999,323800.0,0.12008578791704862,10.371777762169001
"community, social & personal services",2000,338723.0,0.04608709079678814,10.89586991641498
"community, social & personal services",2001,352267.0,0.039985474857036574,11.371531923860369
"community, social & personal services",2002,365724.0,0.03820113720558554,11.84413851232704
"community, social & personal services",2003,384998.0,0.05270094388117816,12.521036735267266
"community, social & personal services",2004,411361.0,0.0684756803931449,13.4468989253354
"community, social & personal services",2005,440426.0,0.07065570143985453,14.467654702535654
"community, social & personal services",2006,452823.0,0.028147747862296957,14.903034347123699
"community, social & personal services",2007,483917.0,0.06866700675539891,15.995048114068982
"community, social & personal services",2008,544497.0,0.1251867572331619,18.122603076490844
"community, social & personal services",2009,608369.0,0.11730459488298374,20.365772283486702
"community, social & personal services",2010,634358.0,0.04271913920663282,21.27849968392219
"community, social & personal services",2011,491155.0,-0.22574476872680727,16.249244925194926
"community, social & personal services",2012,501383.0,0.020824383341307734,16.608449813865292
"community, social & personal services",2013,510046.0,0.017278208475357163,16.91269228067712
"community, social & personal services",2014,543853.0,0.06628225689447619,18.09998595209666
"community, social & personal services",2015,565106.0,0.039078574541282295,18.846386176863113
"community, social & personal services",2016,614238.0,0.0869429806089477,20.57189014539581
"community, social & personal services",2017,676507.0,0.10137601385782058,22.758762379714838
"community, social & personal services",2018,722773.0,0.06838953625017923,24.38361312074174
"community, social & personal services",2019,762531.0,0.05500758882802761,25.77990447425723
"community, social & personal services",2020,757886.0,-0.0060915556220009414,25.61677319660042
"community, social & personal services",2021,780846.0,0.030294793676093765,26.42312284891481
"community, social & personal services",2022,828314.0,0.06079047597093409,28.090187539509742
"financing, business and real estate",1950,23325.0,,0.0
"financing, business and real estate",1951,23863.0,0.023065380493033225,0.023065380493033194
"financing, business and real estate",1952,24863.0,0.0419058793948791,0.06593783494105021
"financing, business and real estate",1953,25219.0,0.014318465189237019,0.08120042872454425
"financing, business and real estate",1954,26140.0,0.03652008406360284,0.12068595927116799
"financing, business and real estate",1955,27190.0,0.04016832440703902,0.165702036441586
"financing, business and real estate",1956,27635.0,0.01636631114380287,0.1847802786709536
"financing, business and real estate",1957,28679.0,0.03777817984440022,0.22953912111468333
"financing, business and real estate",1958,29492.0,0.028348268768088148,0.26439442658092105
"financing, business and real estate",1959,30619.0,0.038213752882137526,0.3127116827438363
"financing, business and real estate",1960,31252.0,0.020673438061334464,0.3398499464094311
"financing, business and real estate",1961,32596.0,0.043005247664149496,0.3974705251875663
"financing, business and real estate",1962,33693.0,0.03365443612713216,0.44450160771704117
"financing, business and real estate",1963,34735.0,0.030926305167245424,0.4891747052518751
"financing, business and real estate",1964,35688.0,0.027436303440333955,0.5300321543408355
"financing, business and real estate",1965,36766.0,0.030206231786594935,0.5762486602357981
"financing, business and real estate",1966,37412.0,0.017570581515530655,0.6039442658092173
"financing, business and real estate",1967,38431.0,0.027237250080188177,0.6476312968917466
"financing, business and real estate",1968,40305.0,0.048762717597772634,0.7279742765273309
"financing, business and real estate",1969,41980.0,0.04155811934003226,0.7997856377277597
"financing, business and real estate",1970,43735.0,0.04180562172463077,0.8750267952840298
"financing, business and real estate",1971,45989.0,0.05153767005830571,0.9716613076098604
"financing, business and real estate",1972,47767.0,0.03866141903498663,1.0478885316184345
"financing, business and real estate",1973,48936.0,0.024472962505495424,1.0980064308681663
"financing, business and real estate",1974,48779.0,-0.003208272028772274,1.0912754555198276
"financing, business and real estate",1975,52142.0,0.06894360277988479,1.2354555198285095
"financing, business and real estate",1976,56277.0,0.07930267346860496,1.4127331189710604
"financing, business and real estate",1977,59032.0,0.04895427972351049,1.5308467309753477
"financing, business and real estate",1978,63203.0,0.0706565930342865,1.7096677384780268
"financing, business and real estate",1979,63818.0,0.009730550764995332,1.7360342979635575
"financing, business and real estate",1980,65041.0,0.019163872261744336,1.7884673097534827
"financing, business and real estate",1981,70326.0,0.08125643824664443,2.0150482315112535
"financing, business and real estate",1982,77029.0,0.09531325541051673,2.302422293676312
"financing, business and real estate",1983,84585.0,0.09809292604084176,2.62636655948553
"financing, business and real estate",1984,90907.0,0.0747413844062186,2.8974062165058942
"financing, business and real estate",1985,99783.0,0.09763824567965063,3.277942122186495
"financing, business and real estate",1986,110295.0,0.10534860647605304,3.7286173633440516
"financing, business and real estate",1987,118383.0,0.07333061335509317,4.075369774919615
"financing, business and real estate",1988,129934.0,0.09757313127729488,4.570589496248662
"financing, business and real estate",1989,146088.0,0.12432465713362169,5.26315112540193
"financing, business and real estate",1990,155165.0,0.062133782377744924,5.652304394426583
"financing, business and real estate",1991,171956.0,0.10821383688331776,6.37217577706324
"financing, business and real estate",1992,181320.0,0.054455791016306494,6.773633440514473
"financing, business and real estate",1993,201568.0,0.11166997573350981,7.641714898177925
"financing, business and real estate",1994,209401.0,0.038860334973805366,7.9775348338692424
"financing, business and real estate",1995,226348.0,0.08093084560245653,8.704094319399788
"financing, business and real estate",1996,240354.0,0.06187816989767968,9.304565916398715
"financing, business and real estate",1997,268495.0,0.11708147149620976,10.511039657020367
"financing, business and real estate",1998,289440.0,0.0780089014693011,11.409003215434087
"financing, business and real estate",1999,327111.0,0.13015132669983417,13.024051446945341
"financing, business and real estate",2000,338661.0,0.03530911525445491,13.51922829581994
"financing, business and real estate",2001,359684.0,0.0620768260886255,14.420535905680604
"financing, business and real estate",2002,385661.0,0.0722217279612104,15.534233654876743
"financing, business and real estate",2003,406098.0,0.05299213558021164,16.41041800643087
"financing, business and real estate",2004,437174.0,0.07652340075548267,17.742722400857453
"financing, business and real estate",2005,492340.0,0.12618774218045903,20.10782422293677
"financing, business and real estate",2006,561063.0,0.13958443352155014,23.054147909967853
"financing, business and real estate",2007,628124.0,0.119524901838118,25.92921757770633
"financing, business and real estate",2008,703629.0,0.12020715654870694,29.16630225080386
"financing, business and real estate",2009,771905.0,0.09703409040843967,32.09346195069668
"financing, business and real estate",2010,849632.0,0.1006950337152888,35.42580921757771
"financing, business and real estate",2011,948808.0,0.11672818349591353,39.677727759914255
"transport, storage & communication",1950,7339.0,,0.0
"transport, storage & communication",1951,7615.0,0.03760730344733615,0.03760730344733609
"transport, storage & communication",1952,7807.0,0.02521339461588969,0.06376890584548289
"transport, storage & communication",1953,8084.0,0.03548097860894069,0.10151246763864274
"transport, storage & communication",1954,8490.0,0.050222662048490845,0.15683335604305748
"transport, storage & communication",1955,9090.0,0.0706713780918728,0.23858836353726653
"transport, storage & communication",1956,9834.0,0.08184818481848184,0.3399645728300855
"transport, storage & communication",1957,10454.0,0.06304657311368721,0.42444474724076797
"transport, storage & communication",1958,11233.0,0.07451693131815573,0.5305899986374161
"transport, storage & communication",1959,11921.0,0.0612481082524704,0.6243357405641092
"transport, storage & communication",1960,12741.0,0.06878617565640466,0.7360675841395283
"transport, storage & communication",1961,13617.0,0.06875441488109253,0.8554298950810735
"transport, storage & communication",1962,14678.0,0.0779173092457957,0.9999999999999996
"transport, storage & communication",1963,15615.0,0.06383703501839488,1.127674070036789
"transport, storage & communication",1964,16401.0,0.050336215177713736,1.234773129854203
"transport, storage & communication",1965,17269.0,0.052923602219376864,1.3530453740291586
"transport, storage & communication",1966,17813.0,0.03150153454166425,1.4271699141572416
"transport, storage & communication",1967,18909.0,0.06152809745691349,1.5765090611799968
"transport, storage & communication",1968,19881.0,0.05140409328891004,1.7089521733206152
"transport, storage & communication",1969,20997.0,0.05613399728383884,1.8610164872598438
"transport, storage & communication",1970,21742.0,0.035481259227508694,1.9625289548984868
"transport, storage & communication",1971,22438.0,0.03201177444577316,2.057364763591769
"transport, storage & communication",1972,24071.0,0.07277832248863535,2.2798746423218414
"transport, storage & communication",1973,25063.0,0.04121141622699514,2.4150429213789337
"transport, storage & communication",1974,27510.0,0.09763396241471492,2.7484670936094826
"transport, storage & communication",1975,29797.0,0.0831334060341694,3.0600899305082425
"transport, storage & communication",1976,31927.0,0.07148370641339732,3.3503202071126843
"transport, storage & communication",1977,32739.0,0.025433019074764307,3.4609619839215133
"transport, storage & communication",1978,34987.0,0.0686642841870552,3.7672707453331498
"transport, storage & communication",1979,36964.0,0.056506702489496095,4.0366534950265685
"transport, storage & communication",1980,39445.0,0.06711935937669083,4.3747104510151225
"transport, storage & communication",1981,42213.0,0.07017365952592217,4.7518735522550735
"transport, storage & communication",1982,43989.0,0.04207234738113851,4.993868374437931
"transport, storage & communication",1983,46155.0,0.04923958262292846,5.289003951492025
"transport, storage & communication",1984,48787.0,0.05702524103564077,5.647635917699954
"transport, storage & communication",1985,52452.0,0.07512247115010146,6.147022755143748
"transport, storage & communication",1986,55930.0,0.06630824372759857,6.620929281918513
"transport, storage & communication",1987,59803.0,0.06924727337743608,7.1486578552936315
"transport, storage & communication",1988,62411.0,0.043609852348544385,7.5040196212017936
"transport, storage & communication",1989,66385.0,0.06367467273397318,8.045510287505104
"transport, storage & communication",1990,69683.0,0.04967989756722151,8.494890312031606
"transport, storage & communication",1991,74169.0,0.0643772512664495,9.106145251396642
"transport, storage & communication",1992,77712.0,0.047769283662985884,9.588908570649947
"transport, storage & communication",1993,82919.0,0.06700380893555692,10.298405777353857
"transport, storage & communication",1994,90411.0,0.09035323629083805,11.31925330426488
"transport, storage & communication",1995,99598.0,0.10161374169072347,12.571058727347042
"transport, storage & communication",1996,107532.0,0.07966023414124782,13.652132443112132
"transport, storage & communication",1997,115305.0,0.0722854592121415,14.71126856519961
"transport, storage & communication",1998,123891.0,0.07446337973201508,15.881182722441743
"transport, storage & communication",1999,150719.0,0.2165451889160633,19.536721624199473
"transport, storage & communication",2000,164548.0,0.09175352808869486,21.421038288595163
"transport, storage & communication",2001,175233.0,0.06493545956195153,22.8769587137212
"transport, storage & communication",2002,195137.0,0.11358591132948703,25.58904482899576
"transport, storage & communication",2003,221300.0,0.13407503446296704,29.153971930780745
"transport, storage & communication",2004,250417.0,0.13157252598282873,33.12140618612888
"transport, storage & communication",2005,280010.0,0.11817488429299927,37.15369941408909
"transport, storage & communication",2006,315166.0,0.12555265883361308,41.94399781986644
"transport, storage & communication",2007,354507.0,0.12482628202280703,47.3045374029159
"transport, storage & communication",2008,392901.0,0.10830251588826173,52.536040332470336
"transport, storage & communication",2009,450872.0,0.14754607394738115,60.435072898214976
"transport, storage & communication",2010,513077.0,0.13796598591174436,68.91102330017709
"transport, storage & communication",2011,529534.0,0.032075107634916396,71.15342689739742
"transport, storage & communication",2012,569523.0,0.07551734166266943,76.60226188854062
"transport, storage & communication",2013,617556.0,0.08433899947851096,83.14715901348951
"transport, storage & communication",2014,671848.0,0.08791429441216667,90.54489712494883
"transport, storage & communication",2015,731399.0,0.08863760850668603,98.65921787709489
"transport, storage & communication",2016,757056.0,0.0350793479345747,102.1551982558931
"transport, storage & communication",2017,800245.0,0.05704861991715276,108.04005995367207
"transport, storage & communication",2018,830977.0,0.038403239008053786,112.22755143752545
"transport, storage & communication",2019,861192.0,0.03636081383720608,116.34459735658798
"transport, storage & communication",2020,715411.0,-0.1692781632899516,96.48071944406585
"transport, storage & communication",2021,865601.0,0.20993526797882617,116.9453604033246
"transport, storage & communication",2022,939005.0,0.08480119593207494,126.94726802016612
